Current Configuration: {'resume': '', 'sched_type': None, 'batch_size': 512, 'base_lr': 0.05, 'wd': 0.0001, 'lambda': 0.005, 'epochs': 600, 'init_lr': 0.1}
Epoch: 0, Loss: 9853.393732802671, Cur LR: 0.1
Epoch: 57, Loss: 9155.217748869889, Cur LR: 0.1
Epoch: 58, Loss: 9171.520403400156, Cur LR: 0.1
Epoch: 59, Loss: 9247.318304097875, Cur LR: 0.1
Epoch: 60, Loss: 9300.653314170599, Cur LR: 0.1
Epoch: 61, Loss: 9261.979357065644, Cur LR: 0.1
Epoch: 62, Loss: 9243.208222779089, Cur LR: 0.1
Epoch: 63, Loss: 9242.129354608882, Cur LR: 0.1
Epoch: 64, Loss: 9231.914602987425, Cur LR: 0.1
Epoch: 65, Loss: 9236.700993759829, Cur LR: 0.1
Epoch: 66, Loss: 9132.310000245678, Cur LR: 0.1
Epoch: 67, Loss: 9089.031544811323, Cur LR: 0.1
Epoch: 68, Loss: 9060.822904382861, Cur LR: 0.1
Epoch: 69, Loss: 9127.861899321939, Cur LR: 0.1
Epoch: 70, Loss: 9038.551647258259, Cur LR: 0.1
Epoch: 71, Loss: 8957.40479436911, Cur LR: 0.1
Epoch: 72, Loss: 8998.655740222099, Cur LR: 0.1
Epoch: 73, Loss: 9058.73431972288, Cur LR: 0.1
Epoch: 74, Loss: 9054.792219437899, Cur LR: 0.1
Epoch: 75, Loss: 9143.452701208726, Cur LR: 0.1
Epoch: 76, Loss: 9221.427986193006, Cur LR: 0.1
Epoch: 77, Loss: 9162.88149199096, Cur LR: 0.1
Epoch: 78, Loss: 9141.515317904876, Cur LR: 0.1
Epoch: 79, Loss: 9124.34282257272, Cur LR: 0.1
Epoch: 80, Loss: 9099.62680571934, Cur LR: 0.1
Epoch: 81, Loss: 9194.794147995284, Cur LR: 0.1
Epoch: 82, Loss: 9121.330286949687, Cur LR: 0.1
Epoch: 83, Loss: 9051.869423152515, Cur LR: 0.1
Epoch: 84, Loss: 9022.689078468951, Cur LR: 0.1
Epoch: 85, Loss: 9070.888278793236, Cur LR: 0.1
Epoch: 86, Loss: 9129.04212116745, Cur LR: 0.1
Epoch: 87, Loss: 9029.835335593552, Cur LR: 0.1
Epoch: 88, Loss: 9052.951300854951, Cur LR: 0.1
Epoch: 89, Loss: 9050.942333677278, Cur LR: 0.1
Epoch: 90, Loss: 9077.185884679637, Cur LR: 0.1
Epoch: 91, Loss: 9149.010269261009, Cur LR: 0.1
Epoch: 92, Loss: 9130.1474670794, Cur LR: 0.1
Epoch: 93, Loss: 9215.21320386203, Cur LR: 0.1
Epoch: 94, Loss: 9217.917606377758, Cur LR: 0.1
Epoch: 95, Loss: 9080.24100825472, Cur LR: 0.1
Epoch: 96, Loss: 9142.441995872643, Cur LR: 0.1
Epoch: 97, Loss: 9075.759753341195, Cur LR: 0.1
Epoch: 98, Loss: 9147.487820607314, Cur LR: 0.1
Epoch: 99, Loss: 9049.413350039304, Cur LR: 0.1
Epoch: 100, Loss: 9053.672734866352, Cur LR: 0.1
Epoch: 101, Loss: 8999.599247002754, Cur LR: 0.1
Epoch: 102, Loss: 9067.826921187107, Cur LR: 0.1
Epoch: 103, Loss: 9059.950158461086, Cur LR: 0.1
Epoch: 104, Loss: 9030.859663669415, Cur LR: 0.1
Epoch: 105, Loss: 8963.13596329599, Cur LR: 0.1
Epoch: 106, Loss: 8983.97176567413, Cur LR: 0.1
Epoch: 107, Loss: 8874.236174577443, Cur LR: 0.1
Epoch: 108, Loss: 8926.95586428852, Cur LR: 0.1
Epoch: 109, Loss: 8882.819292944183, Cur LR: 0.1
Epoch: 110, Loss: 8900.942591637184, Cur LR: 0.1
Epoch: 111, Loss: 8953.351666912342, Cur LR: 0.1
Epoch: 112, Loss: 8935.001412637585, Cur LR: 0.1
Epoch: 113, Loss: 8899.607569280663, Cur LR: 0.1
Epoch: 114, Loss: 8870.630582989388, Cur LR: 0.1
Epoch: 115, Loss: 8834.532816185141, Cur LR: 0.1
Epoch: 116, Loss: 8860.022227545203, Cur LR: 0.1
Epoch: 117, Loss: 8851.93316995873, Cur LR: 0.1
Epoch: 118, Loss: 8834.843295499217, Cur LR: 0.1
Epoch: 119, Loss: 8864.833456171382, Cur LR: 0.1
Epoch: 120, Loss: 8896.000743170203, Cur LR: 0.1
Epoch: 121, Loss: 8887.594701994887, Cur LR: 0.1
Epoch: 122, Loss: 8834.268401139932, Cur LR: 0.1
Epoch: 123, Loss: 8859.012418926884, Cur LR: 0.1
Epoch: 124, Loss: 8860.798269211875, Cur LR: 0.1
Epoch: 125, Loss: 8918.851458087658, Cur LR: 0.1
Epoch: 126, Loss: 8849.049859964623, Cur LR: 0.1
Epoch: 127, Loss: 8922.039166912344, Cur LR: 0.1
Epoch: 128, Loss: 8956.111321983099, Cur LR: 0.1
Epoch: 129, Loss: 8951.334187057786, Cur LR: 0.1
Epoch: 130, Loss: 8916.08532330975, Cur LR: 0.1
Epoch: 131, Loss: 8871.367193641898, Cur LR: 0.1
Epoch: 132, Loss: 8898.493858097485, Cur LR: 0.1
Epoch: 133, Loss: 8843.665198751965, Cur LR: 0.1
Epoch: 134, Loss: 8815.502247936322, Cur LR: 0.1
Epoch: 135, Loss: 8932.103939416269, Cur LR: 0.1
Epoch: 136, Loss: 8902.54195533608, Cur LR: 0.1
Epoch: 137, Loss: 8899.489079697321, Cur LR: 0.1
Epoch: 138, Loss: 8842.889126375789, Cur LR: 0.1
Epoch: 139, Loss: 8883.43320681014, Cur LR: 0.1
Epoch: 140, Loss: 8838.810921531054, Cur LR: 0.1
Epoch: 141, Loss: 8852.267228036555, Cur LR: 0.1
Epoch: 142, Loss: 8868.635984792649, Cur LR: 0.1
Epoch: 143, Loss: 8887.92713246855, Cur LR: 0.1
Epoch: 144, Loss: 8921.015410033415, Cur LR: 0.1
Epoch: 145, Loss: 8845.510324538129, Cur LR: 0.1
Epoch: 146, Loss: 8905.637965556212, Cur LR: 0.1
Epoch: 147, Loss: 8910.07923054245, Cur LR: 0.1
Epoch: 148, Loss: 8880.660702879324, Cur LR: 0.1
Epoch: 149, Loss: 8807.462847631681, Cur LR: 0.1
Epoch: 150, Loss: 8906.942763610457, Cur LR: 0.1
Epoch: 151, Loss: 8896.432334659987, Cur LR: 0.1
Epoch: 152, Loss: 8921.465685190647, Cur LR: 0.1
Epoch: 153, Loss: 8777.227489927274, Cur LR: 0.1
Epoch: 154, Loss: 8884.610486684356, Cur LR: 0.1
Epoch: 155, Loss: 8864.94463074882, Cur LR: 0.1
Epoch: 156, Loss: 8844.831263512184, Cur LR: 0.1
Epoch: 157, Loss: 8851.762504913528, Cur LR: 0.1
Epoch: 158, Loss: 8946.624981574296, Cur LR: 0.1
Epoch: 159, Loss: 8944.554134728774, Cur LR: 0.1
Epoch: 160, Loss: 8836.35118784394, Cur LR: 0.1
Epoch: 161, Loss: 8914.637934846705, Cur LR: 0.1
Epoch: 162, Loss: 8894.997770489383, Cur LR: 0.1
Epoch: 163, Loss: 8878.90733711674, Cur LR: 0.1
Epoch: 164, Loss: 8857.390330188673, Cur LR: 0.1
Epoch: 165, Loss: 8891.882738797169, Cur LR: 0.1
Epoch: 166, Loss: 8859.23879102791, Cur LR: 0.1
Epoch: 167, Loss: 8907.505318887574, Cur LR: 0.1
Epoch: 168, Loss: 8977.831816283408, Cur LR: 0.1
Epoch: 169, Loss: 8900.501498624213, Cur LR: 0.1
Epoch: 170, Loss: 8893.05221845519, Cur LR: 0.1
Epoch: 171, Loss: 8863.74198481722, Cur LR: 0.1
Epoch: 172, Loss: 8865.707418189857, Cur LR: 0.1
Epoch: 173, Loss: 8909.897116990955, Cur LR: 0.1
Epoch: 174, Loss: 8901.383500393082, Cur LR: 0.1
Epoch: 175, Loss: 8837.6076614092, Cur LR: 0.1
Epoch: 176, Loss: 8861.12567560928, Cur LR: 0.1
Epoch: 177, Loss: 8885.646011448505, Cur LR: 0.1
Epoch: 178, Loss: 8882.299061517304, Cur LR: 0.1
Epoch: 179, Loss: 8840.038908952438, Cur LR: 0.1
Epoch: 180, Loss: 8884.433133107312, Cur LR: 0.1
Epoch: 181, Loss: 8873.653510711474, Cur LR: 0.1
Epoch: 182, Loss: 8876.47971022504, Cur LR: 0.1
Epoch: 183, Loss: 8838.130423299926, Cur LR: 0.1
Epoch: 184, Loss: 8903.042151876964, Cur LR: 0.1
Epoch: 185, Loss: 8898.088910180815, Cur LR: 0.1
Epoch: 186, Loss: 8873.616161802276, Cur LR: 0.1
Epoch: 187, Loss: 8847.85193715606, Cur LR: 0.1
Epoch: 188, Loss: 8884.83547685731, Cur LR: 0.1
Epoch: 189, Loss: 8911.363299675702, Cur LR: 0.1
Epoch: 190, Loss: 8844.401164504718, Cur LR: 0.1
Epoch: 191, Loss: 8864.73064072327, Cur LR: 0.1
Epoch: 192, Loss: 8870.02528621266, Cur LR: 0.1
Epoch: 193, Loss: 8876.914345027513, Cur LR: 0.1
Epoch: 194, Loss: 8874.62755503145, Cur LR: 0.1
Epoch: 195, Loss: 8845.898154972485, Cur LR: 0.1
Epoch: 196, Loss: 8897.639501031841, Cur LR: 0.1
Epoch: 197, Loss: 8855.2006866647, Cur LR: 0.1
Epoch: 198, Loss: 8828.223516116353, Cur LR: 0.1
Epoch: 199, Loss: 8814.975352545203, Cur LR: 0.1
Epoch: 200, Loss: 8764.087116745284, Cur LR: 0.1
Epoch: 201, Loss: 8705.484657527517, Cur LR: 0.1
Epoch: 202, Loss: 8765.235210298742, Cur LR: 0.1
Epoch: 203, Loss: 8725.67498894458, Cur LR: 0.1
Epoch: 204, Loss: 8723.856457596305, Cur LR: 0.1
Epoch: 205, Loss: 8716.082181726611, Cur LR: 0.1
Epoch: 206, Loss: 8759.127131240166, Cur LR: 0.1
Epoch: 207, Loss: 8761.847281593948, Cur LR: 0.1
Epoch: 208, Loss: 8803.503936959516, Cur LR: 0.1
Epoch: 209, Loss: 8746.225168288129, Cur LR: 0.1
Epoch: 210, Loss: 8774.471986782628, Cur LR: 0.1
Epoch: 211, Loss: 8740.905992040094, Cur LR: 0.1
Epoch: 212, Loss: 8743.65552218455, Cur LR: 0.1
Epoch: 213, Loss: 8790.989356082935, Cur LR: 0.1
Epoch: 214, Loss: 8713.062871585102, Cur LR: 0.1
Epoch: 215, Loss: 8710.991336846502, Cur LR: 0.1
Epoch: 216, Loss: 8677.731371609667, Cur LR: 0.1
Epoch: 217, Loss: 8706.685003316625, Cur LR: 0.1
Epoch: 218, Loss: 8644.522301248038, Cur LR: 0.1
Epoch: 219, Loss: 8616.820478331367, Cur LR: 0.1
Epoch: 220, Loss: 8641.533731328613, Cur LR: 0.1
Epoch: 221, Loss: 8632.464367752555, Cur LR: 0.1
Epoch: 222, Loss: 8597.339435313485, Cur LR: 0.1
Epoch: 223, Loss: 8597.125770808765, Cur LR: 0.1
Epoch: 224, Loss: 8623.00307095126, Cur LR: 0.1
Epoch: 225, Loss: 8552.219327338837, Cur LR: 0.1
Epoch: 226, Loss: 8610.63342669025, Cur LR: 0.1
Epoch: 227, Loss: 8589.786590384236, Cur LR: 0.1
Epoch: 228, Loss: 8579.222570263362, Cur LR: 0.1
Epoch: 229, Loss: 8623.31516558569, Cur LR: 0.1
Epoch: 230, Loss: 8579.903793238997, Cur LR: 0.1
Epoch: 231, Loss: 8565.431818740173, Cur LR: 0.1
Epoch: 232, Loss: 8558.757345715405, Cur LR: 0.1
Epoch: 233, Loss: 8586.165340015725, Cur LR: 0.1
Epoch: 234, Loss: 8597.467447916664, Cur LR: 0.1
Epoch: 235, Loss: 8542.71345260908, Cur LR: 0.1
Epoch: 236, Loss: 8594.296690742922, Cur LR: 0.1
Epoch: 237, Loss: 8553.659707891116, Cur LR: 0.1
Epoch: 238, Loss: 8550.121449980343, Cur LR: 0.1
Epoch: 239, Loss: 8526.10338664505, Cur LR: 0.1
Epoch: 240, Loss: 8522.946590015721, Cur LR: 0.1
Epoch: 241, Loss: 8510.876980763565, Cur LR: 0.1
Epoch: 242, Loss: 8489.92241548742, Cur LR: 0.1
Epoch: 243, Loss: 8463.697262554053, Cur LR: 0.1
Epoch: 244, Loss: 8433.85543496953, Cur LR: 0.1
Epoch: 245, Loss: 8405.940693789309, Cur LR: 0.1
Epoch: 246, Loss: 8402.975917600239, Cur LR: 0.1
Epoch: 247, Loss: 8382.964846820949, Cur LR: 0.1
Epoch: 248, Loss: 8395.096129987225, Cur LR: 0.1
Epoch: 249, Loss: 8412.165812942214, Cur LR: 0.1
Epoch: 250, Loss: 8323.532315620088, Cur LR: 0.1
Epoch: 251, Loss: 8326.872119447718, Cur LR: 0.1
Epoch: 252, Loss: 8298.536756215606, Cur LR: 0.1
Epoch: 253, Loss: 8255.07951921187, Cur LR: 0.1
Epoch: 254, Loss: 8270.511681898583, Cur LR: 0.1
Epoch: 255, Loss: 8280.8762222386, Cur LR: 0.1
Epoch: 256, Loss: 8272.511279603968, Cur LR: 0.1
Epoch: 257, Loss: 8253.830234743513, Cur LR: 0.1
Epoch: 258, Loss: 8267.223427058767, Cur LR: 0.1
Epoch: 259, Loss: 8266.290687033217, Cur LR: 0.1
Epoch: 260, Loss: 8245.60188187893, Cur LR: 0.1
Epoch: 261, Loss: 8239.440503390324, Cur LR: 0.1
Epoch: 262, Loss: 8202.225128365766, Cur LR: 0.1
Epoch: 263, Loss: 8205.322308618322, Cur LR: 0.1
Epoch: 264, Loss: 8180.628427181604, Cur LR: 0.1
Epoch: 265, Loss: 8192.10041089328, Cur LR: 0.1
Epoch: 266, Loss: 8166.42722766804, Cur LR: 0.1
Epoch: 267, Loss: 8118.170361021029, Cur LR: 0.1
Epoch: 268, Loss: 8144.641917870482, Cur LR: 0.1
Epoch: 269, Loss: 8152.283817315249, Cur LR: 0.1
Epoch: 270, Loss: 8127.324255601415, Cur LR: 0.1
Epoch: 271, Loss: 8124.665168042457, Cur LR: 0.1
Epoch: 272, Loss: 8082.4728865713405, Cur LR: 0.1
Epoch: 273, Loss: 8019.579632837066, Cur LR: 0.1
Epoch: 274, Loss: 7966.700622174723, Cur LR: 0.1
Epoch: 275, Loss: 7969.207811271619, Cur LR: 0.1
Epoch: 276, Loss: 7897.079675830384, Cur LR: 0.1
Epoch: 277, Loss: 7861.156099523386, Cur LR: 0.1
Epoch: 278, Loss: 7877.831982114776, Cur LR: 0.1
Epoch: 279, Loss: 7870.729532109866, Cur LR: 0.1
Epoch: 280, Loss: 7853.880828665486, Cur LR: 0.1
Epoch: 281, Loss: 7851.589889814272, Cur LR: 0.1
Epoch: 282, Loss: 7853.732805743909, Cur LR: 0.1
Epoch: 283, Loss: 7845.164145415685, Cur LR: 0.1
Epoch: 284, Loss: 7833.8481107507905, Cur LR: 0.1
Epoch: 285, Loss: 7766.331880773388, Cur LR: 0.1
Epoch: 286, Loss: 7693.332869619696, Cur LR: 0.1
Epoch: 287, Loss: 7679.501280586672, Cur LR: 0.1
Epoch: 288, Loss: 7636.312208259629, Cur LR: 0.1
Epoch: 289, Loss: 7612.470767614978, Cur LR: 0.1
Epoch: 290, Loss: 7634.790576478971, Cur LR: 0.1
Epoch: 291, Loss: 7618.72910524764, Cur LR: 0.1
Epoch: 292, Loss: 7600.002849842765, Cur LR: 0.1
Epoch: 293, Loss: 7517.67417514249, Cur LR: 0.1
Epoch: 294, Loss: 7510.6392829943, Cur LR: 0.1
Epoch: 295, Loss: 7491.399715015722, Cur LR: 0.1
Epoch: 296, Loss: 7476.756713099449, Cur LR: 0.1
Epoch: 297, Loss: 7478.485827559949, Cur LR: 0.1
Epoch: 298, Loss: 7448.285669098861, Cur LR: 0.1
Epoch: 299, Loss: 7389.571427255307, Cur LR: 0.1
Epoch: 300, Loss: 7371.4936523437555, Cur LR: 0.1
Epoch: 301, Loss: 7345.688943347089, Cur LR: 0.1
Epoch: 302, Loss: 7361.194670671189, Cur LR: 0.1
Epoch: 303, Loss: 7356.579387160966, Cur LR: 0.1
Epoch: 304, Loss: 7352.152881166469, Cur LR: 0.1
Epoch: 305, Loss: 7332.419654702238, Cur LR: 0.1
Epoch: 306, Loss: 7347.8096624410355, Cur LR: 0.1
Epoch: 307, Loss: 7307.004412956954, Cur LR: 0.1
Epoch: 308, Loss: 7220.175990074686, Cur LR: 0.1
Epoch: 309, Loss: 7241.457461183178, Cur LR: 0.1
Epoch: 310, Loss: 7252.846891583137, Cur LR: 0.1
Epoch: 311, Loss: 7219.186081220521, Cur LR: 0.1
Epoch: 312, Loss: 7122.1322259483095, Cur LR: 0.1
Epoch: 313, Loss: 7128.80378156938, Cur LR: 0.1
Epoch: 314, Loss: 7041.09287170794, Cur LR: 0.1
Epoch: 315, Loss: 7037.1168926886785, Cur LR: 0.1
Epoch: 316, Loss: 7037.755770317416, Cur LR: 0.1
Epoch: 317, Loss: 7011.555461379715, Cur LR: 0.1
Epoch: 318, Loss: 6988.8956214377, Cur LR: 0.1
Epoch: 319, Loss: 6944.484396496659, Cur LR: 0.1
Epoch: 320, Loss: 6937.155212018473, Cur LR: 0.1
Epoch: 321, Loss: 6925.388377063676, Cur LR: 0.1
Epoch: 322, Loss: 6865.1749367384045, Cur LR: 0.1
Epoch: 323, Loss: 6806.602809306215, Cur LR: 0.1
Epoch: 324, Loss: 6750.9216631043655, Cur LR: 0.1
Epoch: 325, Loss: 6719.2722244742545, Cur LR: 0.1
Epoch: 326, Loss: 6721.1936050511, Cur LR: 0.1
Epoch: 327, Loss: 6664.2573457154085, Cur LR: 0.1
Epoch: 328, Loss: 6650.771911237226, Cur LR: 0.1
Epoch: 329, Loss: 6646.008761423936, Cur LR: 0.1
Epoch: 330, Loss: 6574.643837215016, Cur LR: 0.1
Epoch: 331, Loss: 6556.787453321542, Cur LR: 0.1
Epoch: 332, Loss: 6498.436511153696, Cur LR: 0.1
Epoch: 333, Loss: 6480.2932389937105, Cur LR: 0.1
Epoch: 334, Loss: 6437.42947560436, Cur LR: 0.1
Epoch: 335, Loss: 6408.452418681212, Cur LR: 0.1
Epoch: 336, Loss: 6330.864432856724, Cur LR: 0.1
Epoch: 337, Loss: 6321.218906618514, Cur LR: 0.1
Epoch: 338, Loss: 6484.62780684945, Cur LR: 0.1
Epoch: 339, Loss: 6311.606823039504, Cur LR: 0.1
Epoch: 340, Loss: 6263.1056437942225, Cur LR: 0.1
Epoch: 341, Loss: 6214.589809969536, Cur LR: 0.1
Epoch: 342, Loss: 6187.6850708775555, Cur LR: 0.1
Epoch: 343, Loss: 6150.732206908412, Cur LR: 0.1
Epoch: 344, Loss: 6142.571590015722, Cur LR: 0.1
Epoch: 345, Loss: 6090.430184994106, Cur LR: 0.1
Epoch: 346, Loss: 6032.359774223668, Cur LR: 0.1
Epoch: 347, Loss: 5971.177832645437, Cur LR: 0.1
Epoch: 348, Loss: 5972.924479166668, Cur LR: 0.1
Epoch: 349, Loss: 5914.7025814416265, Cur LR: 0.1
Epoch: 350, Loss: 5884.934263217374, Cur LR: 0.1
Epoch: 351, Loss: 5883.552178532823, Cur LR: 0.1
Epoch: 352, Loss: 5818.980778916077, Cur LR: 0.1
Epoch: 353, Loss: 5784.254115074683, Cur LR: 0.1
Epoch: 354, Loss: 5703.236146938876, Cur LR: 0.1
Epoch: 355, Loss: 5649.085077633647, Cur LR: 0.1
Epoch: 356, Loss: 5596.430350825472, Cur LR: 0.1
Epoch: 357, Loss: 5550.233263315643, Cur LR: 0.1
Epoch: 358, Loss: 5512.866355272209, Cur LR: 0.1
Epoch: 359, Loss: 5462.334798177084, Cur LR: 0.1
Epoch: 360, Loss: 5395.332504176493, Cur LR: 0.1
Epoch: 361, Loss: 5346.309447474446, Cur LR: 0.1
Epoch: 362, Loss: 5288.536710151336, Cur LR: 0.1
Epoch: 363, Loss: 5235.505699685535, Cur LR: 0.1
Epoch: 364, Loss: 5169.671365222093, Cur LR: 0.1
Epoch: 365, Loss: 5139.779333726417, Cur LR: 0.1
Epoch: 366, Loss: 5089.100509163717, Cur LR: 0.1
Epoch: 367, Loss: 5017.633736856325, Cur LR: 0.1
Epoch: 368, Loss: 4971.4606826110485, Cur LR: 0.1
Epoch: 369, Loss: 4945.001566185142, Cur LR: 0.1
Epoch: 370, Loss: 4907.1326036753135, Cur LR: 0.1
Epoch: 371, Loss: 4865.681487077434, Cur LR: 0.1
Epoch: 372, Loss: 4825.322674061516, Cur LR: 0.1
Epoch: 373, Loss: 4828.962208873822, Cur LR: 0.1
Epoch: 374, Loss: 4755.243050437302, Cur LR: 0.1
Epoch: 375, Loss: 4709.219526950669, Cur LR: 0.1
Epoch: 376, Loss: 4728.981924380897, Cur LR: 0.1
Epoch: 377, Loss: 4676.67287305916, Cur LR: 0.1
Epoch: 378, Loss: 4672.016048791274, Cur LR: 0.1
Epoch: 379, Loss: 4627.649106967376, Cur LR: 0.1
Epoch: 380, Loss: 4599.31802157036, Cur LR: 0.1
Epoch: 381, Loss: 4594.419052795793, Cur LR: 0.1
Epoch: 382, Loss: 4526.788826036752, Cur LR: 0.1
Epoch: 383, Loss: 4491.661298643869, Cur LR: 0.1
Epoch: 384, Loss: 4484.6741075815635, Cur LR: 0.1
Epoch: 385, Loss: 4456.858656397405, Cur LR: 0.1
Epoch: 386, Loss: 4391.687278891508, Cur LR: 0.1
Epoch: 387, Loss: 4375.496347103481, Cur LR: 0.1
Epoch: 388, Loss: 4375.037356586574, Cur LR: 0.1
Epoch: 389, Loss: 4312.058716588051, Cur LR: 0.1
Epoch: 390, Loss: 4306.817757468553, Cur LR: 0.1
Epoch: 391, Loss: 4312.394707829697, Cur LR: 0.1
Epoch: 392, Loss: 4239.299967447916, Cur LR: 0.1
Epoch: 393, Loss: 4252.701070533608, Cur LR: 0.1
Epoch: 394, Loss: 4199.799420818591, Cur LR: 0.1
Epoch: 395, Loss: 4190.21861948457, Cur LR: 0.1
Epoch: 396, Loss: 4180.640176641115, Cur LR: 0.1
Epoch: 397, Loss: 4158.3267338590795, Cur LR: 0.1
Epoch: 398, Loss: 4128.1921018204575, Cur LR: 0.1
Epoch: 399, Loss: 4136.556376523193, Cur LR: 0.1
Epoch: 400, Loss: 4113.142393867924, Cur LR: 0.1
Epoch: 401, Loss: 4089.7950539259045, Cur LR: 0.1
Epoch: 402, Loss: 4084.004416027908, Cur LR: 0.1
Epoch: 403, Loss: 4050.727032355542, Cur LR: 0.1
Epoch: 404, Loss: 4044.201632517689, Cur LR: 0.1
Epoch: 405, Loss: 4021.575764973959, Cur LR: 0.1
Epoch: 406, Loss: 3996.1994536777706, Cur LR: 0.1
Epoch: 407, Loss: 4004.015982765822, Cur LR: 0.1
Epoch: 408, Loss: 3998.8754176493712, Cur LR: 0.1
Epoch: 409, Loss: 3984.765184318494, Cur LR: 0.1
Epoch: 410, Loss: 3935.3214579648193, Cur LR: 0.1
Epoch: 411, Loss: 3931.266163951946, Cur LR: 0.1
Epoch: 412, Loss: 3925.083757124607, Cur LR: 0.1
Epoch: 413, Loss: 3930.6422725653497, Cur LR: 0.1
Epoch: 414, Loss: 3902.2618753685138, Cur LR: 0.1
Epoch: 415, Loss: 3893.4539203763757, Cur LR: 0.1
Epoch: 416, Loss: 3896.461519445263, Cur LR: 0.1
Epoch: 417, Loss: 3847.84672882272, Cur LR: 0.1
Epoch: 418, Loss: 3850.059980284493, Cur LR: 0.1
Epoch: 419, Loss: 3842.1348638954396, Cur LR: 0.1
Epoch: 420, Loss: 3807.3563685387167, Cur LR: 0.1
Epoch: 421, Loss: 3831.4675246904485, Cur LR: 0.1
Epoch: 422, Loss: 3826.8819280660373, Cur LR: 0.1
Epoch: 423, Loss: 3798.7484906274567, Cur LR: 0.1
Epoch: 424, Loss: 3794.42233564269, Cur LR: 0.1
Epoch: 425, Loss: 3762.214811505011, Cur LR: 0.1
Epoch: 426, Loss: 3771.646080544909, Cur LR: 0.1
Epoch: 427, Loss: 3749.6094425609267, Cur LR: 0.1
Epoch: 428, Loss: 3729.9152893450287, Cur LR: 0.1
